CID,f1_mass_PC1,f2_lipophilicity_PC1,f3_lipophilicity_extended_PC1,f3_lipophilicity_extended_PC2,f3_lipophilicity_extended_PC3,f3_lipophilicity_extended_PC4,f4_volume_PC1,f5_volume_PC1,f6_volume_PC1,f7_surface_shape_Mor_PC1,f7_surface_shape_Mor_PC2,f7_surface_shape_Mor_PC3,f7_surface_shape_Mor_PC4,f7_surface_shape_Mor_PC5,f7_surface_shape_Mor_PC6,f7_surface_shape_Mor_PC7,f8_surface_shape_RDF_PC1,f8_surface_shape_RDF_PC2,f8_surface_shape_RDF_PC3,f8_surface_shape_RDF_PC4,f8_surface_shape_RDF_PC5,f8_surface_shape_RDF_PC6,f8_surface_shape_RDF_PC7,f8_surface_shape_RDF_PC8,f9_whim_PC1,f9_whim_PC2,f9_whim_PC3,f9_whim_PC4,f10_geometry_topology_PC1,f10_geometry_topology_PC2,f10_geometry_topology_PC3,f10_geometry_topology_PC4,f10_geometry_topology_PC5,f10_geometry_topology_PC6,f10_geometry_topology_PC7,f10_geometry_topology_PC8,f11_spatial_autocorrelation_PC1,f11_spatial_autocorrelation_PC2,f11_spatial_autocorrelation_PC3,f11_spatial_autocorrelation_PC4,f11_spatial_autocorrelation_PC5,f11_spatial_autocorrelation_PC6,f11_spatial_autocorrelation_PC7,f11_spatial_autocorrelation_PC8,f12_polarity_PC1,f13_p_vsa_logp_PC1,f13_p_vsa_logp_PC2,f13_p_vsa_logp_PC3,f13_p_vsa_logp_PC4,f13_p_vsa_logp_PC5,f14_spdiam_PC1,f14_spdiam_PC2,f14_spdiam_PC3,f14_spdiam_PC4
2758,-0.445886882,-0.063097662,-0.788028055,-0.494803126,0.10003133823815388,0.078449782,-0.437041462,-0.477616286,-0.191002221,-6.941049765,1.8514837194302083,-6.033057205,3.2792061173057063,-2.046700131,2.9652113381826455,-1.59258493,-3.325685578,-3.751376922,3.0789984792343135,-2.920143208,4.510350533282496,-2.270239263,3.2369410297179675,-4.081658339,-0.033444759,-2.020726875,1.7949563695590565,-0.357238968,-1.678038776,-6.69378013,-14.42171869,5.935049099883418,-6.439763498,2.343153220112325,-0.457906761,1.648820676589339,-7.360112333,0.5087836428499269,5.501849624656453,-0.463883722,3.7912826946758416,0.2954739562553423,0.9650126167084069,2.508933181795622,0.20127017996916502,1.0450067800763563,-0.626367753,-0.721393315,-1.049912001,-0.72136305,1.4711233759028834,-0.701392135,-1.863132807,-0.387977528
2879,-1.729064526,-0.80236068,-1.571486874,0.1065005739055094,0.10742863568691272,-0.015953051,-1.807131081,-1.909752549,-1.726799418,15.562214446391788,-0.61178868,0.6195331712301221,2.7312480885532366,-4.497715396,-1.039509035,-0.880927583,-12.63299892,0.7727888646124143,-0.409916009,-0.12445808,0.29516773995404566,0.7166817703579458,0.5708102181051793,-1.929020637,-2.453298092,-0.664301243,-1.150323349,0.096256501,-21.4780864,-0.511133448,-2.566439831,-0.570761627,-2.894751222,0.38272321875766224,-3.835898915,6.3401130125432115,-3.200209599,-2.616522762,-1.834368874,-3.445589945,-6.976024327,5.833547435596489,0.44485261609788984,-0.303361319,0.1786082181682341,-1.821950401,0.094810542,-1.669399911,0.13183271207519048,-0.360686326,-1.408972123,-0.921977052,-1.025232378,-0.532647872
3314,-0.169390333,-0.51378367,-0.842121988,0.30760621607640565,0.19428992193618874,-0.044712152,-0.451575331,-0.48522359,-0.427069025,16.62310989665268,3.8461864149176037,-0.583201099,-2.069360776,-2.047650734,-0.984170636,0.070588366,-4.855727716,-1.937965231,0.26758329799821073,-0.069720859,-0.219231153,1.8304184772585714,-0.005196486,2.8893811776920715,0.18684937370409285,-0.53801727,-1.147752641,-0.162032787,-5.335519073,-4.941552833,3.8470528260254064,0.7107042138176571,3.0153961906627877,-1.661172688,-1.060295312,1.0680937074190278,0.016936792081728894,-2.287628629,-2.912379195,-0.931511926,1.253509898156033,0.4682298769830159,2.0689428104406846,0.044658601,0.20127017996916502,-0.869380257,0.9429239264507042,0.9667455437199038,1.2469250118958977,-0.383963298,0.2616357921070702,-0.051620359,-0.682742623,-0.238967098
4133,-0.504857976,-0.666694994,-1.972505769,-0.506076952,-0.056654655,0.17464103057896904,-1.141389066,-1.118592968,-1.064394876,18.185744079537802,1.552893848696325,-0.471434159,1.264405523416926,0.12977763409024523,2.349381797497539,-1.542590529,-9.79510481,-0.217791184,-0.299526414,-0.027432955,0.095157895,1.4898207019383234,0.4006127574056583,0.33917921922349653,-1.474620687,-0.191155378,-1.378808765,-0.02746058,-16.10365394,-6.503181472,6.065275068387056,7.999322172931535,2.831448005624406,-2.882012323,-3.524788173,-0.176508721,-2.598071527,-4.974881058,-1.787318689,2.210685701510285,-1.661291696,1.7626281934048078,0.8045380984927568,-0.796348059,-0.183983171,-2.458189941,1.8962502756883401,-1.062565874,0.627298208,0.4754232767308614,0.17491474421417555,-0.367436926,-1.027699916,-0.095314105
6054,-1.338798271,-0.726479873,-1.925415753,-0.359518168,-0.017707195,0.12421897641142907,-1.371432953,-1.485215925,-1.310547675,12.119221721325468,-0.158137526,1.9732390696906383,0.22873597383817362,-4.181990072,-1.059459147,1.2149337675080778,-9.93515206,0.29659374,-0.055408271,-0.34119159,0.2389579360565366,-0.094772297,0.41909008532908454,1.8727739094406193,-1.816326971,-0.827603148,-0.44613911,0.032292267,-15.90882192,-4.676887374,0.9631945876270892,5.217247754775219,-0.613508127,1.087509504061671,0.679744546,1.349138457920711,-2.370598614,-1.267174921,0.32684362217600366,-2.078846989,-2.370680052,2.727789698329452,0.7442876078263668,2.073174166916052,0.20127017996916502,-2.16563335,-2.752502946,-0.488633043,0.6470090112839756,-0.219170776,-1.119310235,-0.605640408,-0.805885857,-0.204289753
6184,-1.950762462,-1.281789418,-2.140594828,0.3382998169704455,0.024806326906722437,-0.093450851,-1.641081633,-1.633926442,-1.712079317,0.5357909152311927,-10.24279847,1.9936254240865483,4.349369773528588,-0.91781968,1.3202909082310281,0.077383833,-10.97314924,1.2702499103854465,-0.378575008,0.08186811,-0.44511493,-0.114240691,-0.786012632,-0.021425191,-2.570659726,-0.327595084,0.14835802007457188,0.23022450939859046,-15.7279049,2.3291512035585193,-4.532202887,-1.62042266,-1.304435872,0.028149143,2.257657784,-4.328852302,2.1935622146973763,1.7822437435704868,3.7027756024149476,-0.935829047,-5.223601168,1.4157768971036329,-1.250820065,3.3181805754784226,-0.954489872,0.11153264976728428,0.9812566660780971,-1.729921169,0.01216784,-0.7954156,-3.397187949,-0.71853769,-0.109719119,0.028424957456319074
6501,1.0000176042964477,-0.949523458,-1.755407084,0.1771200498733137,0.086332487,-0.035277601,0.26548940773671253,0.2762429669345383,0.4566822195847028,10.639110304792757,5.636119178114835,4.394312000766867,-5.62585409,-0.327112278,-1.627798511,1.1922391715964729,-0.818159665,-3.344902643,1.2945685398809048,-0.488923145,0.6131062114917769,1.3194135564414857,-0.379253883,-0.931362939,1.634912400764379,-0.830344341,-0.647805312,-0.198567771,1.6752732449626613,-7.629796473,6.660932605,4.826715613906179,4.737073323139178,-0.528288516,1.3977184323052734,-1.647870011,0.2732536478489109,-3.415250887,-2.321736551,-0.649053253,0.8007037849852602,0.1075196688338744,-2.169562992,-0.075523178,0.949114919,-1.396152183,0.32807748887892246,0.04140653,0.2687797187659893,0.6816100530339777,2.485218951367943,-0.642546107,0.8095373391314118,0.18515857532196164
6532,1.504053565906152,1.1808876951833291,2.8862110826161094,0.44468759393386137,-0.142470825,0.028128049761995774,1.759889020529019,1.848500855239442,1.524979914794306,-8.290756906,1.8746663666786512,-2.100208334,-5.310073276,2.5693869152754187,2.218474685473816,-3.247893385,12.21748908545013,-2.782112151,-2.188599443,2.1656249183357046,-1.745408326,0.7882987619777441,1.6233058387465906,-2.270271701,3.2739621913456647,0.037351747,0.28122203264094403,0.435804589,16.39367072,0.40927845707178545,5.812059297908363,-5.077658268,0.9958300737476342,-0.609835143,-2.5473766,1.9378253087940023,0.758988068,-0.236572921,-0.55161061,3.3175039966305415,0.4629240445339424,0.9347603883380184,-0.078184785,-1.864029892,-0.637222407,1.3844472982203355,0.4211193184473869,1.1653860903930713,0.2154748593962004,0.6352827943768056,1.5489487498847558,1.3177585110338832,0.33532244655345944,0.4243177244863596
6548,-0.333508003,0.3875883451249225,0.7767140760547974,0.12477240602944674,0.14439792697860723,-0.006745166,0.23455951878094689,0.12900483161645782,0.096312341,-9.733909707,-0.264551269,0.8363788433006113,4.907019530424961,-1.476118429,-0.439108136,-4.040711487,2.1967753673262567,-2.855135381,1.4619568099573768,-0.353348394,0.25004835890222593,-0.637042155,-1.812912992,-1.422723181,-0.055303956,-0.173762316,0.4220832863544134,0.084527453,4.736143079232981,-0.566342988,-2.682616202,-4.779807788,-0.035960848,0.8716988679102701,1.7064523264165008,-0.622794126,-0.871359558,5.539441368019661,1.1756724796501228,1.0105498583347083,1.6474730091268768,1.7371459838735448,-0.923815814,-1.009083998,-1.81564442,0.6827354666829372,-2.076219788,-0.223542245,-0.411541562,0.2095338235541679,0.3503885365974323,0.078825,-0.67758597,0.8018387162607201
6549,-0.445886882,0.097861626,-0.063566245,-0.106229868,0.16566592981985415,0.008022891,-0.031364857,-0.000564727,-0.191002221,0.036789807092711374,-5.241618349,-4.764061732,-3.25810395,-1.401310904,-1.937741084,-2.347909722,0.9495887334165112,-3.050432741,0.023477704,0.5937210983150317,-1.160974321,1.757002506847649,0.2586971320090148,0.19292681419980626,-0.133332663,-0.331270842,0.43082641193231047,0.05991808,1.2900761022422698,-2.266476757,0.994101718,-3.108414324,-0.365340612,1.989938240264416,1.2029205017847266,2.8586365527573534,-2.885746157,5.522020135331249,-1.040430784,0.852098856,1.7052364640547155,1.1120561789423153,-0.968404612,-1.125469251,-1.543700879,0.48824698354882023,-2.172794073,0.41563314946344426,1.0711742871884906,-0.356360638,0.3503885365974323,0.078825,-0.67758597,0.8018387162607201
6616,-0.947141188,0.9394487625568576,1.0646473591000927,-0.830989071,-0.002440931,-0.006688828,-0.751472624,-0.758104934,-0.529564543,-3.461734288,0.5233865025586592,-9.824569241,8.809156404485497,-3.279351489,1.8880379014885158,-1.361298601,-6.98220447,-2.118981655,1.9257003564990147,-2.134478506,3.3083813385960434,-1.622939559,2.7380040579372618,-3.692857453,-0.508519875,-1.983308018,1.3631468104450424,-0.330454593,-7.24626221,-5.381547046,-13.33129921,5.382030629324472,-7.912851496,4.879360951621394,1.2426894675034856,3.392410176327207,-9.162308313,-0.065971394,4.742496050414221,-4.093166033,0.4062526185933375,-0.941886954,1.4839660069556766,-2.257086452,0.8358051103952305,1.6225249170850873,-0.753345889,0.23313825250743303,-0.113617269,-1.716960293,1.9644023036259093,-4.073119182,0.9890926231529168,0.038541517
6631,0.7797104952484979,0.34964794142647704,0.5222874450545425,-0.049149785,0.14647596691515688,-0.001634124,0.8186393601482708,0.8256866085631759,0.83613371,-14.0350244,1.864381302570189,0.5816517761388853,1.0674300082475512,3.368040508807313,5.867172587389548,-2.661134893,5.284343952668593,-3.999307942,1.7145125251616555,-0.620520754,0.647077105,-0.616597375,-0.510996428,-2.682238191,0.9974496720561875,-0.684937907,1.4326143340511475,0.070133182,9.735969179,-4.214039202,-3.587929098,-0.113679554,0.467727437,-1.757932612,-1.799118224,-0.307433556,-0.76425442,1.4029575769937033,0.50125635,1.0215726047768066,0.068607765,-1.285631805,-2.160175488,1.5173050142272668,-0.410602789,0.9022486089253677,0.6566291223366323,0.2665676854865382,-0.964974726,0.39645819098396673,1.5602537048559981,0.48004512776846947,-0.617590525,0.3168920768096099
6660,-1.618076474,-2.868388118,-4.109466934,0.5053578092760584,-0.860427773,-0.322274937,-1.92830721,-1.786317912,-1.80448884,9.796311563922051,-5.861556042,-6.343741586,6.407945647743554,-1.735111196,0.4912258444853096,2.6992007628050305,-12.18400379,0.5188964064393184,-0.103767956,-0.425919586,0.801323372,0.15177069645481406,0.9914765917279504,-2.669491661,-2.124095684,-1.238723717,-1.038171006,-0.085291113,-21.45077787,-1.695407214,-4.626629914,5.349053808451034,-6.622013203,7.013724234100167,3.4990090895930033,3.2918011390471187,-7.743585108,-1.986572822,5.027488996876812,-3.411888665,-3.658032165,-3.138282427,0.5084046563670676,-5.502493259,-0.365278865,-0.930816034,2.1504833370353476,-2.199611754,0.23371655970315122,-0.545703556,0.23477314604897245,-5.297246682,2.5088438968810367,0.10154465033630994
6736,-1.088171117,-0.465495883,-0.74276403,0.3176511797839988,0.20031692909531915,-0.043327224,-1.27746241,-1.642024539,-1.097923995,15.715352727077718,-0.480156144,1.8412203800854836,0.064886628,-9.229152749,-0.908424365,1.3065123353042956,-11.22657869,0.3290152781630724,-0.010995803,-0.358926754,0.5476969912108788,0.2495557041343155,0.5069449296861548,-1.782167788,-1.599035592,-0.65632145,-1.776459895,-0.156966512,-18.22952217,-1.684953393,-3.496517571,-0.384312005,-1.792302339,-2.549937263,-7.599367544,7.564619225912536,-5.628906403,-4.519085008,1.4831906803377413,-0.83993127,0.011745369832020802,1.1229074192598565,2.989212986965527,0.12255779388749777,3.645888373710661,-2.714934251,-0.792709182,1.3142397022811567,-0.676796515,-1.02984676,0.5949355435251396,-3.104330775,0.8327265595115759,-0.241780885
6874,1.0562070437253444,0.704908085,0.8671302869867018,-0.486664161,0.066381354,0.001010668,0.6012671890142106,0.5795535256897846,0.6003395008746905,7.487710353570268,8.271419101711368,1.2639456530406035,1.3657154443056356,1.7724281278288474,-0.49065744,-3.379421471,3.493592089634762,2.205279371018223,-4.867326227,4.086922643753333,-3.690484997,1.5540504255818297,0.5017463568138146,-2.126638165,0.8143869133110422,1.3333581881872627,0.022837529105263862,0.22484904445026427,2.2670464362676768,3.2837198101706253,9.787428095579765,-0.778323539,-2.074104582,5.114876599703273,1.632242319087685,2.6257579971343774,2.1225590700001873,-0.24577097,-2.576179455,0.8154615142527094,-2.314619435,0.5525047301752387,-0.905339768,-3.464395131,-0.093335323,-1.066571706,1.761330648745115,-0.45740811,0.8054078763545763,1.2803112909003975,0.998244526,1.0708373377403744,0.31323973742575834,-0.093463477
6986,-0.445886882,-0.229805497,-0.529984314,0.082128333,0.1857050841208163,-0.009103111,-0.23420316,-0.239090507,-0.191002221,-7.39387402,-4.961071857,-3.028848041,-1.363149629,-0.978907993,2.112163754921824,3.3362885461918683,-2.237399705,-3.217504391,2.692185829,-2.273107561,3.176459572511748,-2.097574476,1.202413712,-1.409118597,-0.716341664,-1.017623492,0.398490502,-0.066086346,-0.912974349,-5.603731056,-8.357271805,5.177752431368014,-3.460589454,2.5676688325260866,2.623061273,-1.808052833,-1.655947772,0.30199194323029704,2.3368896570030824,3.4996179514499604,-0.812992167,-2.69953696,-1.446288308,-1.623517751,-0.093335323,0.7966039430521383,0.10207007504658148,-1.177637296,-0.890253507,-0.179538136,0.22260834762127632,-0.387951426,-1.055728485,-0.219689936
7007,2.704616044,0.7738906373272769,1.1971788231069775,-0.313181764,0.055760491689508446,-0.010091499,0.6838377295745367,0.6345224295418675,0.24978302319172266,10.919497422606058,2.115852550626717,-0.102154315,2.0038229692388407,0.34919640268564767,4.721118007706118,-1.303804925,-3.610093634,-3.144296526,1.0677402784058445,-0.731881642,1.2303369541657145,1.6626260263430939,1.2238797923359264,-1.619750182,0.747741295,-1.189772551,-0.104381354,-0.291932201,-6.382248256,-22.48189455,26.21159339183177,31.02673760411791,15.821158632043025,-4.474060646,3.579485163586395,-9.547983916,1.7128215934687094,-4.023477883,-6.230189717,2.0559793627587477,-2.517943869,3.239371623969595,-1.848509428,0.2578198411856371,0.3599039125756814,-2.232917106,-0.014418979,-0.133986806,-0.062759072,-0.071030411,1.5565374528295686,0.48861213547768906,-0.600076634,0.2578708368301541
7119,-0.336567824,0.426678458,0.27257711283788955,-0.464721605,0.10862717265859985,0.022867464,-0.666131565,-0.911968785,-0.49276429,17.567488560343914,9.319016238792145,2.374794213410182,0.5350752244052377,-1.669572783,2.1120783967049905,-0.085622477,-7.944441186,-0.066677235,-0.497019542,0.4109526509114207,-0.276941339,0.973780454,-0.210395224,-0.346999699,-1.391735685,0.2576128385414596,-1.417578922,-0.002572555,-12.03118541,-0.539329372,1.9171784809273784,-4.285245068,1.6823903894150865,-3.612381456,-7.260876438,6.719121252838246,-2.495132558,-2.766266456,-4.536784919,-2.63398852,1.6930353430501788,2.3784325831107327,0.34576275657384176,0.1416911085040745,2.852719710678079,-2.66031462,-1.353325199,1.388960672057582,-0.362027449,-0.280938743,0.43986282447897695,-0.180957709,-0.874377707,-0.455596652
7122,-0.002491008,0.6554705894200072,0.28643672405702997,-0.952316544,0.029112206447415523,0.051544077,-0.363418334,-0.552216941,-0.220169829,14.758352569586107,8.720214790334005,2.812393682722543,3.2769794799326784,-2.731792591,3.111166570902835,2.470780553167098,-6.110354753,0.3349054774584381,-0.952626081,1.196615754437099,-1.334021568,1.132127294365974,-2.044581752,-4.676370579,-1.155298862,0.3464079001596961,-1.528927977,-0.011902666,-10.72069099,-0.563897352,4.602257781970842,-2.426895355,2.4152116219702635,-2.329239047,-4.714793132,4.0914668938604315,-0.912257928,-2.815136164,-4.978773317,-1.625177054,-0.132961993,-0.660215739,-2.011009703,1.1316351136507592,2.9660295196827335,-2.169965106,-0.833544332,-0.628731124,0.35442094750536335,0.3168646479861936,0.7332345673426407,0.065324992,-0.704828349,-0.425591801
